tournament,year,date,site,state,place,angler,angler_id,fish,weight_oz,big_bag,big_bass,leader_bonus,fantasy_points
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,1,Alton Jones,130,20,1209,40,,5,355
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,2,Todd Faircloth,120,20,1191,,,,295
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,3,Keith Combs,143,20,1138,,,10,290
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,4,Brent Chapman,126,20,1080,,,,285
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,5,Skeet Reese,117,20,1029,,,,280
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,6,Terry Scroggins,200,20,971,,,,276
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,7,Cliff Crochet,147,20,934,,,,272
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,8,Greg Hackney,122,20,919,,40,,308
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,9,Randy Howell,131,20,887,,,,264
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,10,David Walker,214,20,882,,,,260
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,11,Dean Rojas,193,20,870,,,,257
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,12,J Todd Tucker,212,20,831,,,5,259
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,13,Matt Herren,159,15,684,,,,251
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,14,Edwin Evers,152,15,672,,,,248
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,15,Stephen Browning,140,15,644,,,,245
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,16,Cliff Prince,261,15,642,,,,243
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,17,Rick Morris,178,12,635,,,,241
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,18,Gerald Swindle,208,15,622,,,,239
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,19,Russell Parrish,222,15,619,,,,237
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,20,Marty Robinson,192,15,618,,,,235
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,21,Brandon Card,256,15,614,,,,233
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,22,Timmy Horton,163,15,609,,,,231
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,23,Shaw E Grigsby,125,15,604,,,,229
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,24,Kevin VanDam,118,15,603,,,,227
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,25,Bill Lowen,171,13,593,,,,225
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,26,Jamie Horton,249,15,589,,,,223
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,27,John Crews,146,15,579,,,,221
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,28,Yusuke Miyazaki,176,14,576,,,,219
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,29,Takahiro Omori,182,15,570,,,,217
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,30,Dustin Wilks,217,15,569,,,,215
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,31,Stephen Kennedy,128,15,565,,,,213
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,32,Greg Vinson,213,15,562,,,,211
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,33,Chris Lane,168,15,558,,,,209
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,34,Grant Goldbeck,225,14,544,,,,207
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,35,Derek Remitz,191,15,543,,,,205
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,36,Mark Menendez,175,15,542,,,,203
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,37,Tommy Biffle,137,10,536,,,,201
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,38,Jared Lintner,170,15,535,,,,199
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,39,Kelly Jordon,129,14,532,,,,197
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,40,Andy Montgomery,177,15,529,,,,195
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,41,Ott Defoe,149,15,519,,,,193
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,42,Pete Ponds,187,14,513,,,,191
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,43,Scott Ashmore,136,13,507,,,,189
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,44,Matt Reed,189,14,506,,,,187
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,45,Casey Scanlon,262,13,505,,,,185
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,46,Nate Wellman,216,13,476,,,,183
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,47,Jeremy Starks,206,15,472,,,,181
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,48,Casey Ashley,135,13,471,,,,179
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,49,Billy Mccaghren,173,13,448,,,,177
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,50,Kevin Ledoux,258,9,442,,,,175
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,51,John Murray,179,10,371,,,,173
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,52,Keith Poche,186,9,371,,,,171
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,53,Travis Manson,172,10,370,,,,169
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,54,Fred Roumbanis,195,10,366,,,,167
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,55,Bradley Roy,197,10,363,,,,165
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,56,Byron Velvick,255,10,361,,,,163
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,57,Matt Greenblatt,155,10,358,,,,161
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,58,Michael Iaconelli,124,10,348,,,,159
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,59,Fletcher Shryock,244,9,345,,,,157
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,60,Bobby Lane,167,10,344,,,,155
Sunshine Showdown,2012,March 15-18 2012,Harris Chain,FL,61,Jami Fralick,153,9,344,,,,153
